batch_size,d_model,num_heads,num_layers,clustering_method,clustering_metric,clustering_param,compression_ratio,ml_time,compression_time,Total_MRT_time,Total_OSTC_time,querying_time,total_time,accuracy_individual_results,score
128,128,4,4,AGGLOMERATIVE,euclidean,12.5,1.3093119551274006,199566222662,59643151741,45665.0,1398.5040283203125,1359784346929,1735632591306,"[('Where', 0.9975587333984923), ('Distance', 0.8660712202594049), ('When', 0.9995530863657667), ('How Long', 0.999980557347839), ('Count', 0.9951411915729497), ('KNN', 0.9998704243602202), ('Window', 0.9986394557823128)]",0.9795449527267123
128,128,4,4,AGGLOMERATIVE,euclidean,15,1.3116450155898376,228921883221,56110956162,42150.0,1241.7530517578125,1416418226263,1812167846504,"[('Where', 0.9984150510160666), ('Distance', 0.8660576563129323), ('When', 0.9997261351611878), ('How Long', 0.9999935140910584), ('Count', 0.9999004755227088), ('KNN', 0.999993521218011), ('Window', 0.9994039520570133)]",0.9804986150541397
512,64,2,2,KMEDOIDS,euclidean,1000,1.3179595612763195,218304681324,62652581458,50979.0,1189.282958984375,1259724341327,1653224661329,"[('Where', 0.9895969320759022), ('Distance', 0.8666073303708761), ('When', 0.9965760892301448), ('How Long', 0.9999546416244163), ('Count', 0.8982718089505533), ('KNN', 0.9986783284742469), ('Window', 0.9933657272432782)]",0.9632929797099168
512,64,2,2,KMEDOIDS,euclidean,2500,1.3409274633664061,229477901388,43641467810,32504.0,1067.9029541015625,1034474245236,1389264349485,"[('Where', 0.9738193732122264), ('Distance', 0.8666005394111405), ('When', 0.99218183409428), ('How Long', 0.9999028122168868), ('Count', 0.8059453185626584), ('KNN', 0.9967994816974408), ('Window', 0.9839131843213476)]",0.9455946490737116
512,64,2,2,KMEDOIDS,euclidean,5000,1.391541673632465,299352414050,32683255336,22338.0,711.8060302734375,722564230496,1127668321595,"[('Where', 0.9479326471754984), ('Distance', 0.8661335291383458), ('When', 0.9849278694589716), ('How Long', 0.9997667604068642), ('Count', 0.4901059536120708), ('KNN', 0.9908260447035957), ('Window', 0.9688111435050211)]",0.8926434211429096
512,64,2,4,KMEDOIDS,euclidean,1000,1.3169787713358634,235234373062,66530809978,54303.0,1137.56298828125,1213427274851,1608611487806,"[('Where', 0.9880035467542423), ('Distance', 0.8662761451863469), ('When', 0.9969212155595557), ('How Long', 0.9999412228571178), ('Count', 0.9368218770286642), ('KNN', 0.9987819889860706), ('Window', 0.9935600907029478)]",0.9686151552964208
512,64,2,4,KMEDOIDS,euclidean,2500,1.3418343947660138,256311725822,42803630015,32573.0,875.926025390625,1039854430839,1419235884925,"[('Where', 0.9740971099740221), ('Distance', 0.8652742147101559), ('When', 0.9920817108640143), ('How Long', 0.9998509836367288), ('Count', 0.7359081268519081), ('KNN', 0.9952704891480402), ('Window', 0.9841334629089731)]",0.9352308711562632
512,64,2,4,KMEDOIDS,euclidean,5000,1.3913132565962951,301017649857,38288320840,27958.0,722.3510131835938,691585779014,1085610808927,"[('Where', 0.9486600642365896), ('Distance', 0.8649886197825776), ('When', 0.9847282982225075), ('How Long', 0.9997538032616959), ('Count', 0.4714996922710584), ('KNN', 0.991577583414318), ('Window', 0.968843537414966)]",0.890007371229102
512,64,4,2,KMEDOIDS,euclidean,1000,1.3189131649309764,207936353114,50637101911,38106.0,991.2119750976562,1215664582695,1573050041571,"[('Where', 0.9889586181360005), ('Distance', 0.8664492432239527), ('When', 0.9966298347275621), ('How Long', 0.999958605334298), ('Count', 0.9339684981750866), ('KNN', 0.9980822805312601), ('Window', 0.9938451571104633)]",0.9682703196055178
512,64,4,2,KMEDOIDS,euclidean,2500,1.3418256450606751,256590220395,62245170964,51173.0,1101.0050048828125,1002247779256,1405936041341,"[('Where', 0.9732841366836282), ('Distance', 0.8649828772885606), ('When', 0.9926884222404043), ('How Long', 0.9998762478646336), ('Count', 0.7289612140262715), ('KNN', 0.9946809199870424), ('Window', 0.9840103660511823)]",0.9340691691631032
512,64,4,2,KMEDOIDS,euclidean,5000,1.390904697424066,257526641836,30330295670,20967.0,849.343994140625,686098817253,1032609515698,"[('Where', 0.9487195725322172), ('Distance', 0.8665190355080913), ('When', 0.9848643317095428), ('How Long', 0.9997602816377357), ('Count', 0.550232625762397), ('KNN', 0.9910528020732102), ('Window', 0.9686686103012633)]",0.901402465646351
512,64,4,4,KMEDOIDS,euclidean,1000,1.317471561100152,232320217350,52892325363,39683.0,1101.2130126953125,1234450878444,1620055896607,"[('Where', 0.9879437250417122), ('Distance', 0.8663338224634178), ('When', 0.9967759540567013), ('How Long', 0.9999352052275111), ('Count', 0.9048052586276369), ('KNN', 0.9982896015549076), ('Window', 0.993430515063168)]",0.9639305831478652
512,64,4,4,KMEDOIDS,euclidean,2500,1.3407867002440113,236746494467,42195207060,31290.0,1213.9449462890625,997644637299,1359546636866,"[('Where', 0.9746306343622767), ('Distance', 0.8665673954857581), ('When', 0.9924915138996544), ('How Long', 0.9998639398808135), ('Count', 0.7031470202370743), ('KNN', 0.9960868156786524), ('Window', 0.984612892776158)]",0.9310571731886269
512,64,4,4,KMEDOIDS,euclidean,5000,1.3919563611274164,290693449133,36246225980,25390.0,810.1500244140625,725676331335,1111889239218,"[('Where', 0.9488422197549553), ('Distance', 0.8656755068990728), ('When', 0.9849450381311097), ('How Long', 0.9997861951517691), ('Count', 0.5494583446588913), ('KNN', 0.9916942014901199), ('Window', 0.9690249433106576)]",0.9013466356280821
512,128,2,2,KMEDOIDS,euclidean,1000,1.3178531173549768,222602344288,49106477167,37050.0,1392.656982421875,1199896991592,1574095282937,"[('Where', 0.988751271197091), ('Distance', 0.8664837518425448), ('When', 0.9967266544389606), ('How Long', 0.999959585985805), ('Count', 0.8596759108531571), ('KNN', 0.9985617103984451), ('Window', 0.9937091026886945)]",0.9576954267720998
512,128,2,2,KMEDOIDS,euclidean,2500,1.3405819184154608,216683774170,41176792216,30847.0,1013.6160278320312,995278733242,1330611932988,"[('Where', 0.9732132791450352), ('Distance', 0.865939637234026), ('When', 0.9924751313013849), ('How Long', 0.999876899158402), ('Count', 0.7253701044767527), ('KNN', 0.9951927437641724), ('Window', 0.9844444444444443)]",0.9337874627891739
512,128,2,2,KMEDOIDS,euclidean,5000,1.3915814059905949,254522256932,32206191536,22664.0,663.531005859375,683434011065,1032256714708,"[('Where', 0.9493272916435713), ('Distance', 0.8655527899540042), ('When', 0.9849883886878276), ('How Long', 0.9997343668122716), ('Count', 0.5692184735708048), ('KNN', 0.9917330741820538), ('Window', 0.9689731130547458)]",0.9042182139864686
512,128,2,4,KMEDOIDS,euclidean,1000,1.3190146133950957,205247680661,48124883499,36559.0,995.9639892578125,1216803509429,1569739321341,"[('Where', 0.9878339365315412), ('Distance', 0.8660378993364335), ('When', 0.9966552053145342), ('How Long', 0.99994816281598), ('Count', 0.818515231287466), ('KNN', 0.9978490443796566), ('Window', 0.9935989633948819)]",0.9514912061514991
512,128,2,4,KMEDOIDS,euclidean,2500,1.340660523946943,230750857030,42717557809,31512.0,1008.010009765625,1000388518026,1351478454698,"[('Where', 0.973716669045618), ('Distance', 0.864067779256098), ('When', 0.9922929664020271), ('How Long', 0.9998898552576313), ('Count', 0.7123460328996649), ('KNN', 0.9964366699060576), ('Window', 0.9842241658568189)]",0.9318534483748452
512,128,2,4,KMEDOIDS,euclidean,5000,1.3914230128600527,308484337166,30570822496,21057.0,896.5859985351562,694216589611,1091591008441,"[('Where', 0.9479721790338606), ('Distance', 0.865939552702281), ('When', 0.9849220203578489), ('How Long', 0.9997861958168881), ('Count', 0.4920200484783811), ('KNN', 0.9917071590540978), ('Window', 0.9683446712018141)]",0.8929559752350246
512,128,4,2,KMEDOIDS,euclidean,1000,1.3190442054702907,212302856004,48493208487,36604.0,991.43701171875,1200740102665,1555495422903,"[('Where', 0.9886754508150523), ('Distance', 0.8666234267663306), ('When', 0.9969593207839049), ('How Long', 0.9999481628267309), ('Count', 0.86373084219741), ('KNN', 0.9977972141237448), ('Window', 0.9936248785228377)]",0.9581941851480017
512,128,4,2,KMEDOIDS,euclidean,2500,1.3416973291575838,337541166171,46920640755,35052.0,1014.4760131835938,1025347574176,1493276372183,"[('Where', 0.9735395916889852), ('Distance', 0.8657148294863742), ('When', 0.9925023877183633), ('How Long', 0.9998963329812062), ('Count', 0.7953080315628734), ('KNN', 0.9956592160673793), ('Window', 0.9843861354065436)]",0.9438580749873893
512,128,4,2,KMEDOIDS,euclidean,5000,1.3916849298958762,253002847132,31185138764,21688.0,597.6409912109375,685446256399,1031316837984,"[('Where', 0.9480347927747516), ('Distance', 0.8666659789770857), ('When', 0.9848932948757785), ('How Long', 0.9997278880410315), ('Count', 0.5411189667234855), ('KNN', 0.9910981535471332), ('Window', 0.9686556527372854)]",0.9000278182395073
512,128,4,4,KMEDOIDS,euclidean,1000,1.318588259166241,222402686892,54372749086,41376.0,1078.425048828125,1236160732267,1609620224993,"[('Where', 0.9885051591575721), ('Distance', 0.8655887343981443), ('When', 0.99671660823188), ('How Long', 0.9999675993957843), ('Count', 0.9426416898697558), ('KNN', 0.9977972141237448), ('Window', 0.9936313573048267)]",0.9692640517831012
512,128,4,4,KMEDOIDS,euclidean,2500,1.3408221309362809,235717099512,49841954914,38568.0,1135.196044921875,987125281409,1359274469583,"[('Where', 0.9730470774616564), ('Distance', 0.8659290217707307), ('When', 0.9923957323882142), ('How Long', 0.9998963351861913), ('Count', 0.8196740783215809), ('KNN', 0.9954518950437319), ('Window', 0.9843343051506317)]",0.9472469207603911
512,128,4,4,KMEDOIDS,euclidean,5000,1.3923315183785319,291785946021,32745979865,22831.0,629.18701171875,681228487383,1060597289176,"[('Where', 0.9480702156470869), ('Distance', 0.8665786311291366), ('When', 0.9849222760534526), ('How Long', 0.999753802621944), ('Count', 0.5289270113811686), ('KNN', 0.9900745059928734), ('Window', 0.9682539682539683)]",0.8980829158685186
512,64,2,2,AGGLOMERATIVE,euclidean,5,1.3106114538978735,195399683513,90292125056,72458.0,6914.255859375,1268903301922,1651557151059,"[('Where', 0.9946701777247277), ('Distance', 0.8660789960183244), ('When', 0.99814417541826), ('How Long', 0.9999481628386366), ('Count', 0.9726069578827545), ('KNN', 0.999546485260771), ('Window', 0.9970456754130222)]",0.9754343757937852
512,64,2,2,AGGLOMERATIVE,euclidean,7.5,1.3074129856524452,208899059294,55506022488,42485.0,1585.6729736328125,1356818107830,1726122762547,"[('Where', 0.997984832960499), ('Distance', 0.8651745458368146), ('When', 0.9992470910294559), ('How Long', 0.999986319157705), ('Count', 0.9965654811357109), ('KNN', 0.9999481697440882), ('Window', 0.9993262066731455)]",0.9797475209339169
512,64,2,2,AGGLOMERATIVE,euclidean,10,1.311992531897236,194128386893,54368665048,41962.0,1080.6519775390625,1335236679376,1688960099583,"[('Where', 0.9993091922656345), ('Distance', 0.8666441741144929), ('When', 0.9995934337264264), ('How Long', 0.9999935140910584), ('Count', 0.9990246410341155), ('KNN', 1.0), ('Window', 0.9997149335924845)]",0.9806114126891732
512,64,2,2,AGGLOMERATIVE,euclidean,12.5,1.3117211932469506,244147544861,61018702111,46810.0,1275.06103515625,1339683683256,1756122247846,"[('Where', 0.9990596008665438), ('Distance', 0.8640779675142077), ('When', 0.9999663778795572), ('How Long', 0.9999935140910584), ('Count', 0.9999473812130645), ('KNN', 0.9998315516682864), ('Window', 0.9999222546161322)]",0.9803998068355501
512,64,2,2,AGGLOMERATIVE,euclidean,15,1.3119892788856955,227888920546,55834824570,41565.0,1310.6920166015625,1365970364014,1756412718566,"[('Where', 0.9993838582137743), ('Distance', 0.8663002639103895), ('When', 0.9994393728709754), ('How Long', 0.9999935140910584), ('Count', 0.9974946641389391), ('KNN', 1.0), ('Window', 0.9994428247489472)]",0.9802934997105835
512,64,2,4,AGGLOMERATIVE,euclidean,5,1.3091462865080081,211783453942,54716265585,41580.0,1395.260009765625,1291366700082,1655972289839,"[('Where', 0.995149720076189), ('Distance', 0.8661335105403922), ('When', 0.9985198794539423), ('How Long', 0.9999740778069054), ('Count', 0.9678595647910839), ('KNN', 0.999520570132815), ('Window', 0.9974084872044056)]",0.9749379728579619
512,64,2,4,AGGLOMERATIVE,euclidean,7.5,1.3095369243284694,209237373744,53177387726,40991.0,1174.6729736328125,1371209897927,1739464863795,"[('Where', 0.9989810660803152), ('Distance', 0.8661682461102295), ('When', 0.9994832967662519), ('How Long', 0.9999870353281983), ('Count', 0.998412188397896), ('KNN', 1.0), ('Window', 0.9995400064787819)]",0.9803674055945246
512,64,2,4,AGGLOMERATIVE,euclidean,10,1.3134575600927356,194388792118,54303889371,41742.0,1374.8050537109375,1370588805274,1730590417920,"[('Where', 0.9996659673992035), ('Distance', 0.8666651422331129), ('When', 0.9996483040242696), ('How Long', 0.9999870353090695), ('Count', 0.9998135124044969), ('KNN', 1.0), ('Window', 0.9998315516682864)]",0.9808016447197769
512,64,2,4,AGGLOMERATIVE,euclidean,12.5,1.3162893911174556,210126629331,6882636383,11.0,1397.366943359375,1304318652057,1629946260287,"[('Where', 0.9997658745916679), ('Distance', 0.8666651487227879), ('When', 0.9999663778795572), ('How Long', 0.9999935140910584), ('Count', 0.9999473812130645), ('KNN', 0.9999352121801102), ('Window', 0.9999352121801102)]",0.9808869601226223
512,64,2,4,AGGLOMERATIVE,euclidean,15,1.3162893911174556,198206191492,6978549165,17.0,1534.77001953125,1319405833338,1639636942509,"[('Where', 0.9997658745916679), ('Distance', 0.8666651487227879), ('When', 0.9999663778795572), ('How Long', 0.9999935140910584), ('Count', 0.9999473812130645), ('KNN', 0.9999352121801102), ('Window', 0.9999352121801102)]",0.9808869601226223
512,64,4,2,AGGLOMERATIVE,euclidean,5,1.3103165821075144,210241278709,86577937551,73888.0,1281.18701171875,1312593453653,1740002341172,"[('Where', 0.9945243634526794), ('Distance', 0.8614160684392461), ('When', 0.9985679702927656), ('How Long', 0.9999805328700848), ('Count', 0.9611728655662042), ('KNN', 0.9985487528344671), ('Window', 0.99718820861678)]",0.9730569660103182
512,64,4,2,AGGLOMERATIVE,euclidean,7.5,1.307161066923768,217830305618,77421022833,63668.0,1331.7750244140625,1359974017497,1771732520801,"[('Where', 0.9984665573740481), ('Distance', 0.8666223121227449), ('When', 0.9994998556154319), ('How Long', 0.9999935140910584), ('Count', 0.9988617817416118), ('KNN', 0.999987042436022), ('Window', 0.9994039520570133)]",0.9804050022054186
512,64,4,2,AGGLOMERATIVE,euclidean,10,1.3116849613066328,271745977211,55363346946,41598.0,1159.595947265625,1369059911253,1802598861259,"[('Where', 0.9972193163746669), ('Distance', 0.8664849263397153), ('When', 0.9997437634551021), ('How Long', 0.9999740777450915), ('Count', 0.9999665327978581), ('KNN', 1.0), ('Window', 0.9996371882086168)]",0.9804322578458644
512,64,4,2,AGGLOMERATIVE,euclidean,12.5,1.3112767935405212,211280671528,53986022717,41397.0,1463.7490234375,1311980850344,1685197209900,"[('Where', 0.9967146692333231), ('Distance', 0.8663203636691286), ('When', 0.9994775581986395), ('How Long', 0.9999870353090695), ('Count', 0.9999473812130645), ('KNN', 1.0), ('Window', 0.9996242306446388)]",0.9802958911811235
512,64,4,2,AGGLOMERATIVE,euclidean,15,1.3132279827593971,200693326854,54194423634,41462.0,1445.64697265625,1343966580157,1713220039135,"[('Where', 0.9964908469862502), ('Distance', 0.8665728261760697), ('When', 0.9999469415505764), ('How Long', 0.9999935140910584), ('Count', 0.998414808659927), ('KNN', 1.0), ('Window', 0.9994557823129252)]",0.9801249599681153
512,64,4,4,AGGLOMERATIVE,euclidean,5,1.3104055860237611,228275588898,63707015358,49820.0,1389.657958984375,1295425809360,1685160174003,"[('Where', 0.9940220530180749), ('Distance', 0.8636276169442451), ('When', 0.9980227399358469), ('How Long', 0.9999546417064178), ('Count', 0.9556853012617369), ('KNN', 0.9987431162941367), ('Window', 0.9968318756073858)]",0.9724124778239778
512,64,4,4,AGGLOMERATIVE,euclidean,7.5,1.3099667099664625,194524844779,67508993374,55776.0,1215.8079833984375,1326481961328,1701887112439,"[('Where', 0.998794723501726), ('Distance', 0.8654170609611564), ('When', 0.9994686388785878), ('How Long', 0.9999935140910584), ('Count', 0.9939962482245169), ('KNN', 0.9999352121801102), ('Window', 0.9996371882086168)]",0.9796060837208247
512,64,4,4,AGGLOMERATIVE,euclidean,10,1.3131893397016416,220482613394,53811242313,41379.0,1143.06103515625,1322545494046,1701387056332,"[('Where', 0.9997007136559439), ('Distance', 0.8664260714945182), ('When', 0.9999233080166242), ('How Long', 0.9999935140910584), ('Count', 0.9995165788436514), ('KNN', 1.0), ('Window', 0.999993521218011)]",0.9807933867599725
512,64,4,4,AGGLOMERATIVE,euclidean,12.5,1.315483923438247,235869321680,55454861137,41337.0,1207.6240234375,1341725179137,1741373610769,"[('Where', 0.999881836357775), ('Distance', 0.8666525856442265), ('When', 0.9999663778795572), ('How Long', 0.9999935140910584), ('Count', 0.9999473812130645), ('KNN', 1.0), ('Window', 1.0)]",0.9809202421693831
512,64,4,4,AGGLOMERATIVE,euclidean,15,1.3132573157552878,195476814356,55050720816,41372.0,1223.76904296875,1362009023651,1717662489326,"[('Where', 0.9997426393796679), ('Distance', 0.8660883204510298), ('When', 0.9997720146713677), ('How Long', 0.9999935140910584), ('Count', 0.9999473812130645), ('KNN', 1.0), ('Window', 0.9993845157110464)]",0.9807040550738907
512,128,2,2,AGGLOMERATIVE,euclidean,5,1.3267654020457258,213584575896,45697671027,34555.0,1184.81298828125,1139292659078,1495836346521,"[('Where', 0.9821726377932561), ('Distance', 0.8663867889157977), ('When', 0.9948707097260828), ('How Long', 0.9999222482524929), ('Count', 0.7991765464899756), ('KNN', 0.9971234207968902), ('Window', 0.9896987366375122)]",0.947050155516001
512,128,2,2,AGGLOMERATIVE,euclidean,7.5,1.3091361071221939,195965068816,52897824815,41268.0,1046.6949462890625,1305575976860,1665123922508,"[('Where', 0.9947449749976695), ('Distance', 0.864841569595925), ('When', 0.9984365208179558), ('How Long', 0.9999805570061155), ('Count', 0.9649646989108052), ('KNN', 0.9990800129575639), ('Window', 0.99718820861678)]",0.9741766489861164
512,128,2,2,AGGLOMERATIVE,euclidean,10,1.3080542937528494,207383698263,71399928080,58521.0,1191.7879638671875,1305837191367,1690638317376,"[('Where', 0.9979982543925784), ('Distance', 0.866392790011575), ('When', 0.9994372563970784), ('How Long', 0.9999805567332279), ('Count', 0.9936386371346727), ('KNN', 0.9998056365403304), ('Window', 0.9992095885973437)]",0.9794946742581151
512,128,2,2,AGGLOMERATIVE,euclidean,12.5,1.3128328134968454,218558107298,103549456893,90795.0,1362.9969482421875,1377441608791,1819374589865,"[('Where', 0.9989297727286525), ('Distance', 0.8661247677061252), ('When', 0.9997984847836623), ('How Long', 0.9999870353090695), ('Count', 0.999529479894933), ('KNN', 0.9999416909620992), ('Window', 0.9998769031422092)]",0.980598304932393
512,128,2,2,AGGLOMERATIVE,euclidean,15,1.312703934575077,195143941366,54077969523,41437.0,1437.968017578125,1357594731409,1721958008811,"[('Where', 0.9993439375154093), ('Distance', 0.8663565641779515), ('When', 0.9997491246255266), ('How Long', 0.9999935140910584), ('Count', 0.9989320500392374), ('KNN', 1.0), ('Window', 0.9995140913508261)]",0.9805556116857156
512,128,2,4,AGGLOMERATIVE,euclidean,5,1.3195620467600424,207681742596,51746408167,39296.0,1270.3409423828125,1190039663492,1536300071718,"[('Where', 0.988841912376183), ('Distance', 0.866130267026585), ('When', 0.9967715151151371), ('How Long', 0.9999028125106195), ('Count', 0.8824728573594214), ('KNN', 0.9990605766115971), ('Window', 0.9936443148688047)]",0.9609748936954782
512,128,2,4,AGGLOMERATIVE,euclidean,7.5,1.3096151724762157,206290271215,55613780631,43053.0,1088.0589599609375,1317636258059,1690488689171,"[('Where', 0.9976174425945871), ('Distance', 0.8656743114283685), ('When', 0.9994530618649153), ('How Long', 0.9999740755316734), ('Count', 0.9888127903165234), ('KNN', 0.9999352121801102), ('Window', 0.9988338192419824)]",0.9786143875940227
512,128,2,4,AGGLOMERATIVE,euclidean,10,1.3111115555391943,195431589574,73528833564,60856.0,1492.6409912109375,1381195039949,1759218062762,"[('Where', 0.9988536765121457), ('Distance', 0.8631709174511947), ('When', 0.999523647800739), ('How Long', 0.999987035504679), ('Count', 0.9993126673054731), ('KNN', 0.9999481697440882), ('Window', 0.9997667638483966)]",0.9800804111666738
512,128,2,4,AGGLOMERATIVE,euclidean,12.5,1.3145054137787857,207267366508,54597074393,42342.0,1110.27099609375,1328340199885,1706169047738,"[('Where', 0.9972152150755849), ('Distance', 0.866392163386921), ('When', 0.9999099511310878), ('How Long', 0.9999935140910584), ('Count', 0.9999196381141603), ('KNN', 1.0), ('Window', 0.9997862001943634)]",0.9804595259990252
512,128,2,4,AGGLOMERATIVE,euclidean,15,1.3132563845289293,192344169844,54931609315,41566.0,1152.8070068359375,1373992021042,1723910939966,"[('Where', 0.99946377017142), ('Distance', 0.8609632668544632), ('When', 0.9997458337067078), ('How Long', 0.9999935140910584), ('Count', 0.9999473812130645), ('KNN', 1.0), ('Window', 0.9997732426303856)]",0.9799838583810142
512,128,4,2,AGGLOMERATIVE,euclidean,5,1.3247434847871966,216976665807,52454416781,41244.0,926.698974609375,1130100112513,1489306268289,"[('Where', 0.9835181869078952), ('Distance', 0.8658805309206149), ('When', 0.9949708569821555), ('How Long', 0.9998768963189946), ('Count', 0.7903810792234551), ('KNN', 0.9977583414318107), ('Window', 0.9899773242630386)]",0.946051888006852
512,128,4,2,AGGLOMERATIVE,euclidean,7.5,1.3100936618306023,205370480712,53154040086,40791.0,1599.2530517578125,1281670738805,1640244760402,"[('Where', 0.9960264016018565), ('Distance', 0.866605694250853), ('When', 0.9988644508857036), ('How Long', 0.9999870353090695), ('Count', 0.9708326634032648), ('KNN', 0.9994816974408811), ('Window', 0.9978231292517007)]",0.9756601531633328
512,128,4,2,AGGLOMERATIVE,euclidean,10,1.3086795856631361,233111703375,57777260882,44628.0,1375.1500244140625,1326761134314,1723814253717,"[('Where', 0.9987018895624027), ('Distance', 0.8651622651982926), ('When', 0.9995887984385146), ('How Long', 0.9999805565270805), ('Count', 0.9896181522708327), ('KNN', 0.9999352121801102), ('Window', 0.9993715581470684)]",0.9789083474749002
512,128,4,2,AGGLOMERATIVE,euclidean,12.5,1.312018091834942,205996987534,55846120929,41485.0,1371.6259765625,1326136267402,1703885796689,"[('Where', 0.9942526710008324), ('Distance', 0.864386706962961), ('When', 0.9998167336326556), ('How Long', 0.9999935140910584), ('Count', 0.9997372887325472), ('KNN', 1.0), ('Window', 0.9990800129575639)]",0.9796095610539455
512,128,4,2,AGGLOMERATIVE,euclidean,15,1.3144181842635034,202067715193,55241564877,42128.0,1219.344970703125,1341061306070,1700988012823,"[('Where', 0.9984395787635704), ('Distance', 0.8651172466577182), ('When', 0.9998432810350798), ('How Long', 0.9999935140910584), ('Count', 0.999721102763156), ('KNN', 1.0), ('Window', 0.9995335276967929)]",0.9803783215724824
512,128,4,4,AGGLOMERATIVE,euclidean,5,1.3158390865356948,214489301234,52042896911,40116.0,1099.906982421875,1249316878397,1612128026533,"[('Where', 0.9901643313001318), ('Distance', 0.8650887183983463), ('When', 0.9967687471866175), ('How Long', 0.999954641649), ('Count', 0.9360036523286529), ('KNN', 0.9987431162941367), ('Window', 0.9948299319727891)]",0.9687933055899535
512,128,4,4,AGGLOMERATIVE,euclidean,7.5,1.309913897825325,201815644324,58648064949,44912.0,1437.16796875,1285288130221,1653082094957,"[('Where', 0.996518781639908), ('Distance', 0.8664591058201032), ('When', 0.9991371599224718), ('How Long', 0.9999805565478967), ('Count', 0.9915398382572871), ('KNN', 0.999974084872044), ('Window', 0.9987366375121477)]",0.9789065949388369
512,128,4,4,AGGLOMERATIVE,euclidean,10,1.3108461479660087,236788874176,57939009513,43559.0,1106.634033203125,1392231560672,1798338857532,"[('Where', 0.99901750793735), ('Distance', 0.8640367315460814), ('When', 0.9997692249124046), ('How Long', 0.9999870355274147), ('Count', 0.9957753955903466), ('KNN', 0.999993521218011), ('Window', 0.9996760609005507)]",0.9797507825188798
512,128,4,4,AGGLOMERATIVE,euclidean,12.5,1.314195731449004,208382889267,54069699499,41367.0,1173.5899658203125,1370911909786,1741937835876,"[('Where', 0.9988732651353341), ('Distance', 0.8655691794056797), ('When', 0.9999145476240687), ('How Long', 0.9999935140910584), ('Count', 0.9973832786489619), ('KNN', 0.9999611273080661), ('Window', 0.9998963394881762)]",0.9802273216716207
512,128,4,4,AGGLOMERATIVE,euclidean,15,1.3147373046587298,194326821409,58492181532,45802.0,1169.238037109375,1353885964935,1721070975080,"[('Where', 0.9996950730110268), ('Distance', 0.8663388542456169), ('When', 0.9999144727197629), ('How Long', 0.9999935140910584), ('Count', 0.9998919411576244), ('KNN', 1.0), ('Window', 0.999967606090055)]",0.9808287801878778
