batch_size,d_model,num_heads,num_layers,clustering_method,clustering_metric,clustering_param,compression_ratio,ml_time,compression_time,Total_MRT_time,Total_OSTC_time,querying_time,total_time,accuracy_individual_results,score
128,128,4,2,KMEDOIDS,euclidean,1000,1.3180491375451298,232744090411,51736174667,39455.0,1183.64404296875,1246625410817,1631479498875,"[('Where', 0.9868658537617593), ('Distance', 0.8665184593727813), ('When', 0.99638758658097), ('How Long', 0.9999481636732066), ('Count', 0.9344449530844734), ('KNN', 0.9971363783608681), ('Window', 0.9929770003239391)]",0.9677540564511425
128,128,4,2,KMEDOIDS,euclidean,2500,1.341503443734945,275293432379,48714056742,36755.0,1114.998046875,1047019824875,1457335009909,"[('Where', 0.9701797151499583), ('Distance', 0.8651333561230745), ('When', 0.9921910383770268), ('How Long', 0.9999028123634474), ('Count', 0.7506482230816179), ('KNN', 0.9942468415937803), ('Window', 0.9833300939423388)]",0.9365188686616062
128,128,4,2,KMEDOIDS,euclidean,5000,1.3904509661200126,248140766237,43627956373,34291.0,585.5650024414062,676535085593,1023763861705,"[('Where', 0.9460737227372427), ('Distance', 0.865751472390583), ('When', 0.984539606781994), ('How Long', 0.999721410204897), ('Count', 0.6282367732935011), ('KNN', 0.9899060576611596), ('Window', 0.9679559442824749)]",0.9117407124788361
128,128,4,4,KMEDOIDS,euclidean,1000,1.3169539542290665,210824186552,50928662643,39522.0,1316.8900146484375,1219705847159,1578979608299,"[('Where', 0.9869685245015168), ('Distance', 0.8666342389841878), ('When', 0.9969618147290876), ('How Long', 0.9999546417124016), ('Count', 0.9221628054142011), ('KNN', 0.9974344023323615), ('Window', 0.9932815030774215)]",0.9661997043930254
128,128,4,4,KMEDOIDS,euclidean,2500,1.3404999261716986,220503351157,44911202384,34536.0,917.0700073242188,1071355557802,1419365708931,"[('Where', 0.9721553090248468), ('Distance', 0.8665992691191998), ('When', 0.9921463726630949), ('How Long', 0.9998380111146894), ('Count', 0.7967551938869979), ('KNN', 0.993514739229025), ('Window', 0.9835050210560414)]",0.9435019880134137
128,128,4,4,KMEDOIDS,euclidean,5000,1.3920772056129174,304155401538,32952116082,24062.0,677.2780151367188,723580464877,1121791994390,"[('Where', 0.948048245075156), ('Distance', 0.866502798344955), ('When', 0.9846720335040289), ('How Long', 0.9997732389042138), ('Count', 0.6210110139823188), ('KNN', 0.9907742144476839), ('Window', 0.9679559442824749)]",0.9112482126486902
128,64,2,2,AGGLOMERATIVE,euclidean,5,1.3195070479482773,253586282469,63003492463,50484.0,1391.623046875,1208486157793,1612118356185,"[('Where', 0.9870904209352264), ('Distance', 0.8662720453647176), ('When', 0.9960381410046206), ('How Long', 0.9999287282692862), ('Count', 0.8643081401777467), ('KNN', 0.9976352445740201), ('Window', 0.9925429219306771)]",0.9576879488937564
128,64,2,2,AGGLOMERATIVE,euclidean,7.5,1.3057008380184651,224213835210,54710577000,41973.0,1137.864013671875,1398471893699,1786159752844,"[('Where', 0.9968963702982413), ('Distance', 0.8652487638483116), ('When', 0.9989444217223599), ('How Long', 0.9999805567738456), ('Count', 0.8535945712579102), ('KNN', 0.9996760609005507), ('Window', 0.9984450923226433)]",0.9589694053034089
128,64,2,2,AGGLOMERATIVE,euclidean,10,1.3089889864066142,205023468556,51383018984,38816.0,1235.0810546875,1339720198288,1712236783250,"[('Where', 0.9982238457973339), ('Distance', 0.8644731473841176), ('When', 0.9994865080069123), ('How Long', 0.9999935140910584), ('Count', 0.9983611689284438), ('KNN', 0.9997278911564625), ('Window', 0.9996047942986718)]",0.979981552809
128,64,2,2,AGGLOMERATIVE,euclidean,12.5,1.312213774532536,212835678793,54050542275,41491.0,1222.2650146484375,1366815484104,1746150190912,"[('Where', 0.999207970087412), ('Distance', 0.8662693975612783), ('When', 0.9993482876955139), ('How Long', 0.9999935140910584), ('Count', 0.9976383831471932), ('KNN', 1.0), ('Window', 0.99955296404276)]",0.9802872166607451
